"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","HUR","MEN","PC_LF","A","2008",5.941667,"B"
"EST","HUR","MEN","PC_LF","A","2009",16.675,
"EST","HUR","MEN","PC_LF","A","2010",19.36667,
"EST","HUR","MEN","PC_LF","A","2011",13.10833,
"EST","HUR","MEN","PC_LF","A","2012",10.91667,
"EST","HUR","MEN","PC_LF","A","2013",9.008333,
"EST","HUR","MEN","PC_LF","A","2014",7.883333,
"EST","HUR","MEN","PC_LF","A","2015",6.575,
"EST","HUR","MEN","PC_LF","A","2016",7.533333,
"EST","HUR","MEN","PC_LF","A","2017",6.375,
"EST","HUR","MEN","PC_LF","A","2018",5.591667,
"EST","HUR","MEN","PC_LF","A","2019",4.191667,
"EST","HUR","MEN","PC_LF","A","2020",7.066667,
"PRT","HUR","MEN","PC_LF","A","2005",9.058333,
"PRT","HUR","MEN","PC_LF","A","2006",8.933333,
"PRT","HUR","MEN","PC_LF","A","2007",8.983334,
"PRT","HUR","MEN","PC_LF","A","2008",8.933333,
"PRT","HUR","MEN","PC_LF","A","2009",11.4,
"PRT","HUR","MEN","PC_LF","A","2010",12.30833,
"PRT","HUR","MEN","PC_LF","A","2011",13.16667,
"PRT","HUR","MEN","PC_LF","A","2012",16.75,
"PRT","HUR","MEN","PC_LF","A","2013",17.14167,
"PRT","HUR","MEN","PC_LF","A","2014",14.39167,
"PRT","HUR","MEN","PC_LF","A","2015",12.86667,
"PRT","HUR","MEN","PC_LF","A","2016",11.45,
"PRT","HUR","MEN","PC_LF","A","2017",8.833333,
"PRT","HUR","MEN","PC_LF","A","2018",6.816667,
"PRT","HUR","MEN","PC_LF","A","2019",6.033333,
"PRT","HUR","MEN","PC_LF","A","2020",6.808333,
"ITA","HUR","WOMEN","PC_LF","A","2005",10.05,
"ITA","HUR","WOMEN","PC_LF","A","2006",8.841666,
"ITA","HUR","WOMEN","PC_LF","A","2007",7.883333,
"ITA","HUR","WOMEN","PC_LF","A","2008",8.483334,
"ITA","HUR","WOMEN","PC_LF","A","2009",9.266666,
"ITA","HUR","WOMEN","PC_LF","A","2010",9.708333,
"ITA","HUR","WOMEN","PC_LF","A","2011",9.633333,
"ITA","HUR","WOMEN","PC_LF","A","2012",11.95833,
"ITA","HUR","WOMEN","PC_LF","A","2013",13.2,
"ITA","HUR","WOMEN","PC_LF","A","2014",13.825,
"ITA","HUR","WOMEN","PC_LF","A","2015",12.74167,
"ITA","HUR","WOMEN","PC_LF","A","2016",12.78333,
"ITA","HUR","WOMEN","PC_LF","A","2017",12.40833,
"ITA","HUR","WOMEN","PC_LF","A","2018",11.75,
"ITA","HUR","WOMEN","PC_LF","A","2019",11.05,
"ITA","HUR","WOMEN","PC_LF","A","2020",10.31667,
"CAN","HUR","WOMEN","PC_LF","A","2005",6.466667,
"CAN","HUR","WOMEN","PC_LF","A","2006",6.083333,
"CAN","HUR","WOMEN","PC_LF","A","2007",5.733333,
"CAN","HUR","WOMEN","PC_LF","A","2008",5.716667,
"CAN","HUR","WOMEN","PC_LF","A","2009",7.108333,
"CAN","HUR","WOMEN","PC_LF","A","2010",7.341667,
"CAN","HUR","WOMEN","PC_LF","A","2011",7.075,
"CAN","HUR","WOMEN","PC_LF","A","2012",6.9,
"CAN","HUR","WOMEN","PC_LF","A","2013",6.658333,
"CAN","HUR","WOMEN","PC_LF","A","2014",6.433333,
"CAN","HUR","WOMEN","PC_LF","A","2015",6.308333,
"CAN","HUR","WOMEN","PC_LF","A","2016",6.291667,
"CAN","HUR","WOMEN","PC_LF","A","2017",5.925,
"CAN","HUR","WOMEN","PC_LF","A","2018",5.6,
"CAN","HUR","WOMEN","PC_LF","A","2019",5.325,
"CAN","HUR","WOMEN","PC_LF","A","2020",9.491667,
"FIN","HUR","MEN","PC_LF","A","2005",8.166667,
"FIN","HUR","MEN","PC_LF","A","2006",7.375,
"FIN","HUR","MEN","PC_LF","A","2007",6.541667,
"FIN","HUR","MEN","PC_LF","A","2008",6.066667,"B"
"FIN","HUR","MEN","PC_LF","A","2009",9.233334,
"FIN","HUR","MEN","PC_LF","A","2010",9.4,
"FIN","HUR","MEN","PC_LF","A","2011",8.7,
"FIN","HUR","MEN","PC_LF","A","2012",8.525,
"FIN","HUR","MEN","PC_LF","A","2013",9.066667,
"FIN","HUR","MEN","PC_LF","A","2014",9.575,
"FIN","HUR","MEN","PC_LF","A","2015",10.24167,
"FIN","HUR","MEN","PC_LF","A","2016",9.375,
"FIN","HUR","MEN","PC_LF","A","2017",9.158334,
"FIN","HUR","MEN","PC_LF","A","2018",7.716667,
"FIN","HUR","MEN","PC_LF","A","2019",7.258333,
"FIN","HUR","MEN","PC_LF","A","2020",8.058333,
"AUS","HUR","WOMEN","PC_LF","A","2005",5.22245,
"AUS","HUR","WOMEN","PC_LF","A","2006",4.92522,
"AUS","HUR","WOMEN","PC_LF","A","2007",4.787311,
"AUS","HUR","WOMEN","PC_LF","A","2008",4.571883,
"AUS","HUR","WOMEN","PC_LF","A","2009",5.399816,
"AUS","HUR","WOMEN","PC_LF","A","2010",5.377285,
"AUS","HUR","WOMEN","PC_LF","A","2011",5.304792,
"AUS","HUR","WOMEN","PC_LF","A","2012",5.325491,
"AUS","HUR","WOMEN","PC_LF","A","2013",5.609225,
"AUS","HUR","WOMEN","PC_LF","A","2014",6.17203,
"AUS","HUR","WOMEN","PC_LF","A","2015",6.076174,
"AUS","HUR","WOMEN","PC_LF","A","2016",5.779326,
"AUS","HUR","WOMEN","PC_LF","A","2017",5.671979,
"AUS","HUR","WOMEN","PC_LF","A","2018",5.320177,
"AUS","HUR","WOMEN","PC_LF","A","2019",5.106059,
"AUS","HUR","WOMEN","PC_LF","A","2020",6.355994,
"LVA","HUR","MEN","PC_LF","A","2005",10.1,
"LVA","HUR","MEN","PC_LF","A","2006",7.333333,
"LVA","HUR","MEN","PC_LF","A","2007",6.516667,
"LVA","HUR","MEN","PC_LF","A","2008",8.391666,
"LVA","HUR","MEN","PC_LF","A","2009",20.94167,
"LVA","HUR","MEN","PC_LF","A","2010",22.74167,
"LVA","HUR","MEN","PC_LF","A","2011",18.64167,
"LVA","HUR","MEN","PC_LF","A","2012",16.19167,
"LVA","HUR","MEN","PC_LF","A","2013",12.6,
"LVA","HUR","MEN","PC_LF","A","2014",11.85833,
"LVA","HUR","MEN","PC_LF","A","2015",11.08333,
"LVA","HUR","MEN","PC_LF","A","2016",10.9,
"LVA","HUR","MEN","PC_LF","A","2017",9.775,
"LVA","HUR","MEN","PC_LF","A","2018",8.416667,
"LVA","HUR","MEN","PC_LF","A","2019",7.191667,
"LVA","HUR","MEN","PC_LF","A","2020",9.125,
"CHE","HUR","WOMEN","PC_LF","A","2010",5.187603,
"CHE","HUR","WOMEN","PC_LF","A","2011",4.794016,
"CHE","HUR","WOMEN","PC_LF","A","2012",4.729824,
"CHE","HUR","WOMEN","PC_LF","A","2013",4.919197,
"CHE","HUR","WOMEN","PC_LF","A","2014",4.989128,
"CHE","HUR","WOMEN","PC_LF","A","2015",4.911623,
"CHE","HUR","WOMEN","PC_LF","A","2016",5.006649,
"CHE","HUR","WOMEN","PC_LF","A","2017",5.059075,
"CHE","HUR","WOMEN","PC_LF","A","2018",5.109302,
"CHE","HUR","WOMEN","PC_LF","A","2019",4.711465,
"CHE","HUR","WOMEN","PC_LF","A","2020",4.992707,"B"
"NZL","HUR","MEN","PC_LF","A","2005",3.525,
"NZL","HUR","MEN","PC_LF","A","2006",3.525,
"NZL","HUR","MEN","PC_LF","A","2007",3.375,
"NZL","HUR","MEN","PC_LF","A","2008",3.975,
"NZL","HUR","MEN","PC_LF","A","2009",5.925,
"NZL","HUR","MEN","PC_LF","A","2010",5.975,
"NZL","HUR","MEN","PC_LF","A","2011",5.875,
"NZL","HUR","MEN","PC_LF","A","2012",6.225,
"NZL","HUR","MEN","PC_LF","A","2013",5.3,
"NZL","HUR","MEN","PC_LF","A","2014",4.8,
"NZL","HUR","MEN","PC_LF","A","2015",4.975,
"NZL","HUR","MEN","PC_LF","A","2016",4.825,
"NZL","HUR","MEN","PC_LF","A","2017",4.275,
"NZL","HUR","MEN","PC_LF","A","2018",4.175,
"NZL","HUR","MEN","PC_LF","A","2019",3.825,
"NZL","HUR","MEN","PC_LF","A","2020",4.25,
"LUX","HUR","MEN","PC_LF","A","2005",3.591667,
"LUX","HUR","MEN","PC_LF","A","2006",3.541667,
"LUX","HUR","MEN","PC_LF","A","2007",3.416667,
"LUX","HUR","MEN","PC_LF","A","2008",4.141667,
"LUX","HUR","MEN","PC_LF","A","2009",4.525,
"LUX","HUR","MEN","PC_LF","A","2010",3.841667,
"LUX","HUR","MEN","PC_LF","A","2011",3.933333,
"LUX","HUR","MEN","PC_LF","A","2012",4.508333,
"LUX","HUR","MEN","PC_LF","A","2013",5.575,
"LUX","HUR","MEN","PC_LF","A","2014",5.8,
"LUX","HUR","MEN","PC_LF","A","2015",5.883333,
"LUX","HUR","MEN","PC_LF","A","2016",6.141667,
"LUX","HUR","MEN","PC_LF","A","2017",5.583333,
"LUX","HUR","MEN","PC_LF","A","2018",5.316667,
"LUX","HUR","MEN","PC_LF","A","2019",5.608333,
"LUX","HUR","MEN","PC_LF","A","2020",6.516667,
"SVN","HUR","WOMEN","PC_LF","A","2005",7.058333,
"SVN","HUR","WOMEN","PC_LF","A","2006",7.233333,
"SVN","HUR","WOMEN","PC_LF","A","2007",5.866667,
"SVN","HUR","WOMEN","PC_LF","A","2008",4.841667,
"SVN","HUR","WOMEN","PC_LF","A","2009",5.808333,
"SVN","HUR","WOMEN","PC_LF","A","2010",7.05,
"SVN","HUR","WOMEN","PC_LF","A","2011",8.183333,
"SVN","HUR","WOMEN","PC_LF","A","2012",9.391666,
"SVN","HUR","WOMEN","PC_LF","A","2013",10.89167,
"SVN","HUR","WOMEN","PC_LF","A","2014",10.59167,
"SVN","HUR","WOMEN","PC_LF","A","2015",10.09167,
"SVN","HUR","WOMEN","PC_LF","A","2016",8.608334,
"SVN","HUR","WOMEN","PC_LF","A","2017",7.458333,
"SVN","HUR","WOMEN","PC_LF","A","2018",5.716667,
"SVN","HUR","WOMEN","PC_LF","A","2019",4.95,
"SVN","HUR","WOMEN","PC_LF","A","2020",5.65,
"BEL","HUR","WOMEN","PC_LF","A","2005",9.525,
"BEL","HUR","WOMEN","PC_LF","A","2006",9.325,
"BEL","HUR","WOMEN","PC_LF","A","2007",8.466666,
"BEL","HUR","WOMEN","PC_LF","A","2008",7.6,"B"
"BEL","HUR","WOMEN","PC_LF","A","2009",8.175,
"BEL","HUR","WOMEN","PC_LF","A","2010",8.591666,
"BEL","HUR","WOMEN","PC_LF","A","2011",7.25,
"BEL","HUR","WOMEN","PC_LF","A","2012",7.508333,
"BEL","HUR","WOMEN","PC_LF","A","2013",8.241667,
"BEL","HUR","WOMEN","PC_LF","A","2014",8.075,
"BEL","HUR","WOMEN","PC_LF","A","2015",7.916667,
"BEL","HUR","WOMEN","PC_LF","A","2016",7.65,
"BEL","HUR","WOMEN","PC_LF","A","2017",7.15,
"BEL","HUR","WOMEN","PC_LF","A","2018",5.608333,
"BEL","HUR","WOMEN","PC_LF","A","2019",5,
"BEL","HUR","WOMEN","PC_LF","A","2020",5.491667,
"ISL","HUR","WOMEN","PC_LF","A","2005",2.833333,
"ISL","HUR","WOMEN","PC_LF","A","2006",3.391667,
"ISL","HUR","WOMEN","PC_LF","A","2007",2.525,
"ISL","HUR","WOMEN","PC_LF","A","2008",2.858333,
"ISL","HUR","WOMEN","PC_LF","A","2009",6.225,
"ISL","HUR","WOMEN","PC_LF","A","2010",7.225,
"ISL","HUR","WOMEN","PC_LF","A","2011",6.725,
"ISL","HUR","WOMEN","PC_LF","A","2012",6.266667,
"ISL","HUR","WOMEN","PC_LF","A","2013",5.566667,
"ISL","HUR","WOMEN","PC_LF","A","2014",5.275,
"ISL","HUR","WOMEN","PC_LF","A","2015",4.6,
"ISL","HUR","WOMEN","PC_LF","A","2016",3.325,
"ISL","HUR","WOMEN","PC_LF","A","2017",3.191667,
"ISL","HUR","WOMEN","PC_LF","A","2018",3.033333,
"ISL","HUR","WOMEN","PC_LF","A","2019",3.45,
"ISL","HUR","WOMEN","PC_LF","A","2020",6.291667,
"JPN","HUR","MEN","PC_LF","A","2005",4.566667,
"JPN","HUR","MEN","PC_LF","A","2006",4.325,
"JPN","HUR","MEN","PC_LF","A","2007",3.941667,
"JPN","HUR","MEN","PC_LF","A","2008",4.066667,
"JPN","HUR","MEN","PC_LF","A","2009",5.275,
"JPN","HUR","MEN","PC_LF","A","2010",5.4,
"JPN","HUR","MEN","PC_LF","A","2011",4.875,
"JPN","HUR","MEN","PC_LF","A","2012",4.558333,
"JPN","HUR","MEN","PC_LF","A","2013",4.316667,
"JPN","HUR","MEN","PC_LF","A","2014",3.75,
"JPN","HUR","MEN","PC_LF","A","2015",3.566667,
"JPN","HUR","MEN","PC_LF","A","2016",3.341667,
"JPN","HUR","MEN","PC_LF","A","2017",2.958333,
"JPN","HUR","MEN","PC_LF","A","2018",2.583333,
"JPN","HUR","MEN","PC_LF","A","2019",2.483333,
"JPN","HUR","MEN","PC_LF","A","2020",3,
"TUR","HUR","MEN","PC_LF","A","2005",9.15,
"TUR","HUR","MEN","PC_LF","A","2006",8.616667,"B"
"TUR","HUR","MEN","PC_LF","A","2007",8.725,
"TUR","HUR","MEN","PC_LF","A","2008",9.6,
"TUR","HUR","MEN","PC_LF","A","2009",12.54167,
"TUR","HUR","MEN","PC_LF","A","2010",10.39167,
"TUR","HUR","MEN","PC_LF","A","2011",8.308333,
"TUR","HUR","MEN","PC_LF","A","2012",7.616667,
"TUR","HUR","MEN","PC_LF","A","2013",7.95,"B"
"TUR","HUR","MEN","PC_LF","A","2014",9.016666,
"TUR","HUR","MEN","PC_LF","A","2015",9.275,
"TUR","HUR","MEN","PC_LF","A","2016",9.65,
"TUR","HUR","MEN","PC_LF","A","2017",9.516666,
"TUR","HUR","MEN","PC_LF","A","2018",9.558333,
"TUR","HUR","MEN","PC_LF","A","2019",12.44167,
"TUR","HUR","MEN","PC_LF","A","2020",12.38333,
"DEU","HUR","MEN","PC_LF","A","2005",11.55833,
"DEU","HUR","MEN","PC_LF","A","2006",10.33333,
"DEU","HUR","MEN","PC_LF","A","2007",8.408334,
"DEU","HUR","MEN","PC_LF","A","2008",7.325,
"DEU","HUR","MEN","PC_LF","A","2009",7.541667,
"DEU","HUR","MEN","PC_LF","A","2010",6.958333,
"DEU","HUR","MEN","PC_LF","A","2011",5.725,
"DEU","HUR","MEN","PC_LF","A","2012",5.275,
"DEU","HUR","MEN","PC_LF","A","2013",5.216667,
"DEU","HUR","MEN","PC_LF","A","2014",5.008333,
"DEU","HUR","MEN","PC_LF","A","2015",4.716667,
"DEU","HUR","MEN","PC_LF","A","2016",4.225,
"DEU","HUR","MEN","PC_LF","A","2017",3.925,
"DEU","HUR","MEN","PC_LF","A","2018",3.608333,
"DEU","HUR","MEN","PC_LF","A","2019",3.316667,
"DEU","HUR","MEN","PC_LF","A","2020",4.016667,
"ESP","HUR","WOMEN","PC_LF","A","2005",11.99167,
"ESP","HUR","WOMEN","PC_LF","A","2006",11.35833,
"ESP","HUR","WOMEN","PC_LF","A","2007",10.70833,
"ESP","HUR","WOMEN","PC_LF","A","2008",12.83333,
"ESP","HUR","WOMEN","PC_LF","A","2009",18.125,
"ESP","HUR","WOMEN","PC_LF","A","2010",20.225,
"ESP","HUR","WOMEN","PC_LF","A","2011",21.81667,
"ESP","HUR","WOMEN","PC_LF","A","2012",25.05833,
"ESP","HUR","WOMEN","PC_LF","A","2013",26.69167,
"ESP","HUR","WOMEN","PC_LF","A","2014",25.44167,
"ESP","HUR","WOMEN","PC_LF","A","2015",23.55,
"ESP","HUR","WOMEN","PC_LF","A","2016",21.375,
"ESP","HUR","WOMEN","PC_LF","A","2017",19.04167,
"ESP","HUR","WOMEN","PC_LF","A","2018",17.04167,
"ESP","HUR","WOMEN","PC_LF","A","2019",16.00833,
"ESP","HUR","WOMEN","PC_LF","A","2020",17.43333,
"CHL","HUR","MEN","PC_LF","A","2005",8.4725,
"CHL","HUR","MEN","PC_LF","A","2006",6.8525,
"CHL","HUR","MEN","PC_LF","A","2007",6.2875,
"CHL","HUR","MEN","PC_LF","A","2008",6.78,
"CHL","HUR","MEN","PC_LF","A","2009",9.075,
"CHL","HUR","MEN","PC_LF","A","2010",7.2,
"CHL","HUR","MEN","PC_LF","A","2011",6.05,
"CHL","HUR","MEN","PC_LF","A","2012",5.523956,
"CHL","HUR","MEN","PC_LF","A","2013",5.401966,
"CHL","HUR","MEN","PC_LF","A","2014",6.086595,
"CHL","HUR","MEN","PC_LF","A","2015",5.835053,
"CHL","HUR","MEN","PC_LF","A","2016",6.29786,
"CHL","HUR","MEN","PC_LF","A","2017",6.541276,
"CHL","HUR","MEN","PC_LF","A","2018",6.72988,
"CHL","HUR","MEN","PC_LF","A","2019",6.674188,
"CHL","HUR","MEN","PC_LF","A","2020",10.60182,
"DNK","HUR","WOMEN","PC_LF","A","2005",5.275,
"DNK","HUR","WOMEN","PC_LF","A","2006",4.55,
"DNK","HUR","WOMEN","PC_LF","A","2007",4.158333,
"DNK","HUR","WOMEN","PC_LF","A","2008",4.083333,
"DNK","HUR","WOMEN","PC_LF","A","2009",5.666667,
"DNK","HUR","WOMEN","PC_LF","A","2010",6.758333,
"DNK","HUR","WOMEN","PC_LF","A","2011",7.608333,
"DNK","HUR","WOMEN","PC_LF","A","2012",7.791667,
"DNK","HUR","WOMEN","PC_LF","A","2013",7.658333,
"DNK","HUR","WOMEN","PC_LF","A","2014",7.15,
"DNK","HUR","WOMEN","PC_LF","A","2015",6.525,
"DNK","HUR","WOMEN","PC_LF","A","2016",6.375,
"DNK","HUR","WOMEN","PC_LF","A","2017",6.05,
"DNK","HUR","WOMEN","PC_LF","A","2018",5.358333,
"DNK","HUR","WOMEN","PC_LF","A","2019",5.275,
"DNK","HUR","WOMEN","PC_LF","A","2020",5.983333,
"MEX","HUR","MEN","PC_LF","A","2005",3.384451,
"MEX","HUR","MEN","PC_LF","A","2006",3.417056,
"MEX","HUR","MEN","PC_LF","A","2007",3.476573,
"MEX","HUR","MEN","PC_LF","A","2008",3.874128,
"MEX","HUR","MEN","PC_LF","A","2009",5.475667,
"MEX","HUR","MEN","PC_LF","A","2010",5.448024,
"MEX","HUR","MEN","PC_LF","A","2011",5.215521,
"MEX","HUR","MEN","PC_LF","A","2012",4.932462,
"MEX","HUR","MEN","PC_LF","A","2013",4.878211,
"MEX","HUR","MEN","PC_LF","A","2014",4.810866,
"MEX","HUR","MEN","PC_LF","A","2015",4.243085,
"MEX","HUR","MEN","PC_LF","A","2016",3.838946,
"MEX","HUR","MEN","PC_LF","A","2017",3.29913,
"MEX","HUR","MEN","PC_LF","A","2018",3.242173,
"MEX","HUR","MEN","PC_LF","A","2019",3.449774,
"MEX","HUR","MEN","PC_LF","A","2020",4.585398,"B"
"DEU","HUR","WOMEN","PC_LF","A","2005",10.98333,
"DEU","HUR","WOMEN","PC_LF","A","2006",10.19167,
"DEU","HUR","WOMEN","PC_LF","A","2007",8.716666,
"DEU","HUR","WOMEN","PC_LF","A","2008",7.583333,
"DEU","HUR","WOMEN","PC_LF","A","2009",6.841667,
"DEU","HUR","WOMEN","PC_LF","A","2010",6.108333,
"DEU","HUR","WOMEN","PC_LF","A","2011",5.275,
"DEU","HUR","WOMEN","PC_LF","A","2012",4.9,
"DEU","HUR","WOMEN","PC_LF","A","2013",4.633333,
"DEU","HUR","WOMEN","PC_LF","A","2014",4.383333,
"DEU","HUR","WOMEN","PC_LF","A","2015",4,
"DEU","HUR","WOMEN","PC_LF","A","2016",3.541667,
"DEU","HUR","WOMEN","PC_LF","A","2017",3.141667,
"DEU","HUR","WOMEN","PC_LF","A","2018",2.758333,
"DEU","HUR","WOMEN","PC_LF","A","2019",2.575,
"DEU","HUR","WOMEN","PC_LF","A","2020",3.208333,
"NLD","HUR","WOMEN","PC_LF","A","2005",8.116667,
"NLD","HUR","WOMEN","PC_LF","A","2006",7.333333,
"NLD","HUR","WOMEN","PC_LF","A","2007",6.466667,
"NLD","HUR","WOMEN","PC_LF","A","2008",5.75,
"NLD","HUR","WOMEN","PC_LF","A","2009",6.15,
"NLD","HUR","WOMEN","PC_LF","A","2010",6.708333,
"NLD","HUR","WOMEN","PC_LF","A","2011",6.583333,
"NLD","HUR","WOMEN","PC_LF","A","2012",7.35,
"NLD","HUR","WOMEN","PC_LF","A","2013",8.4,
"NLD","HUR","WOMEN","PC_LF","A","2014",8.766666,
"NLD","HUR","WOMEN","PC_LF","A","2015",8.391666,
"NLD","HUR","WOMEN","PC_LF","A","2016",7.591667,
"NLD","HUR","WOMEN","PC_LF","A","2017",6.4,
"NLD","HUR","WOMEN","PC_LF","A","2018",5.166667,
"NLD","HUR","WOMEN","PC_LF","A","2019",4.55,
"NLD","HUR","WOMEN","PC_LF","A","2020",5.116667,
"TUR","HUR","WOMEN","PC_LF","A","2005",9.35,
"TUR","HUR","WOMEN","PC_LF","A","2006",9.083333,"B"
"TUR","HUR","WOMEN","PC_LF","A","2007",9.141666,
"TUR","HUR","WOMEN","PC_LF","A","2008",10.03333,
"TUR","HUR","WOMEN","PC_LF","A","2009",12.61667,
"TUR","HUR","WOMEN","PC_LF","A","2010",11.39167,
"TUR","HUR","WOMEN","PC_LF","A","2011",10.1,
"TUR","HUR","WOMEN","PC_LF","A","2012",9.383333,
"TUR","HUR","WOMEN","PC_LF","A","2013",10.48333,"B"
"TUR","HUR","WOMEN","PC_LF","A","2014",11.9,
"TUR","HUR","WOMEN","PC_LF","A","2015",12.64167,
"TUR","HUR","WOMEN","PC_LF","A","2016",13.63333,
"TUR","HUR","WOMEN","PC_LF","A","2017",13.9,
"TUR","HUR","WOMEN","PC_LF","A","2018",13.7,
"TUR","HUR","WOMEN","PC_LF","A","2019",16.35833,
"TUR","HUR","WOMEN","PC_LF","A","2020",14.76667,
"ISL","HUR","MEN","PC_LF","A","2005",2.9,
"ISL","HUR","MEN","PC_LF","A","2006",3.05,
"ISL","HUR","MEN","PC_LF","A","2007",2.425,
"ISL","HUR","MEN","PC_LF","A","2008",3.716667,
"ISL","HUR","MEN","PC_LF","A","2009",9.55,
"ISL","HUR","MEN","PC_LF","A","2010",9.258333,
"ISL","HUR","MEN","PC_LF","A","2011",8.566667,
"ISL","HUR","MEN","PC_LF","A","2012",6.95,
"ISL","HUR","MEN","PC_LF","A","2013",6.091667,
"ISL","HUR","MEN","PC_LF","A","2014",5.516667,
"ISL","HUR","MEN","PC_LF","A","2015",4.416667,
"ISL","HUR","MEN","PC_LF","A","2016",3.358333,
"ISL","HUR","MEN","PC_LF","A","2017",3.358333,
"ISL","HUR","MEN","PC_LF","A","2018",3.158333,
"ISL","HUR","MEN","PC_LF","A","2019",4.316667,
"ISL","HUR","MEN","PC_LF","A","2020",6.558333,
"ESP","HUR","MEN","PC_LF","A","2005",7.141667,
"ESP","HUR","MEN","PC_LF","A","2006",6.35,
"ESP","HUR","MEN","PC_LF","A","2007",6.425,
"ESP","HUR","MEN","PC_LF","A","2008",10.05833,
"ESP","HUR","MEN","PC_LF","A","2009",17.675,
"ESP","HUR","MEN","PC_LF","A","2010",19.59167,
"ESP","HUR","MEN","PC_LF","A","2011",21.06667,
"ESP","HUR","MEN","PC_LF","A","2012",24.58333,
"ESP","HUR","MEN","PC_LF","A","2013",25.60833,
"ESP","HUR","MEN","PC_LF","A","2014",23.60833,
"ESP","HUR","MEN","PC_LF","A","2015",20.775,
"ESP","HUR","MEN","PC_LF","A","2016",18.10833,
"ESP","HUR","MEN","PC_LF","A","2017",15.66667,
"ESP","HUR","MEN","PC_LF","A","2018",13.74167,
"ESP","HUR","MEN","PC_LF","A","2019",12.45833,
"ESP","HUR","MEN","PC_LF","A","2020",13.86667,
"POL","HUR","WOMEN","PC_LF","A","2005",19.38333,
"POL","HUR","WOMEN","PC_LF","A","2006",15.06667,
"POL","HUR","WOMEN","PC_LF","A","2007",10.35,
"POL","HUR","WOMEN","PC_LF","A","2008",7.85,"B"
"POL","HUR","WOMEN","PC_LF","A","2009",8.6,
"POL","HUR","WOMEN","PC_LF","A","2010",10.31667,
"POL","HUR","WOMEN","PC_LF","A","2011",10.68333,
"POL","HUR","WOMEN","PC_LF","A","2012",11.18333,
"POL","HUR","WOMEN","PC_LF","A","2013",11.375,
"POL","HUR","WOMEN","PC_LF","A","2014",9.783334,
"POL","HUR","WOMEN","PC_LF","A","2015",7.858333,
"POL","HUR","WOMEN","PC_LF","A","2016",6.316667,
"POL","HUR","WOMEN","PC_LF","A","2017",4.95,
"POL","HUR","WOMEN","PC_LF","A","2018",3.883333,
"POL","HUR","WOMEN","PC_LF","A","2019",3.616667,
"POL","HUR","WOMEN","PC_LF","A","2020",3.308333,
"AUT","HUR","MEN","PC_LF","A","2005",5.95,
"AUT","HUR","MEN","PC_LF","A","2006",5.45,
"AUT","HUR","MEN","PC_LF","A","2007",4.941667,
"AUT","HUR","MEN","PC_LF","A","2008",4.291667,
"AUT","HUR","MEN","PC_LF","A","2009",5.991667,
"AUT","HUR","MEN","PC_LF","A","2010",5.491667,
"AUT","HUR","MEN","PC_LF","A","2011",5.008333,
"AUT","HUR","MEN","PC_LF","A","2012",5.366667,
"AUT","HUR","MEN","PC_LF","A","2013",5.916667,
"AUT","HUR","MEN","PC_LF","A","2014",6.375,
"AUT","HUR","MEN","PC_LF","A","2015",6.666667,
"AUT","HUR","MEN","PC_LF","A","2016",7.041667,
"AUT","HUR","MEN","PC_LF","A","2017",6.5,
"AUT","HUR","MEN","PC_LF","A","2018",5.525,
"AUT","HUR","MEN","PC_LF","A","2019",5.083333,
"AUT","HUR","MEN","PC_LF","A","2020",6.116667,
"CRI","HUR","MEN","PC_LF","A","2011",8.703025,
"CRI","HUR","MEN","PC_LF","A","2012",8.875777,
"CRI","HUR","MEN","PC_LF","A","2013",8.251846,
"CRI","HUR","MEN","PC_LF","A","2014",8.132883,
"CRI","HUR","MEN","PC_LF","A","2015",7.976577,
"CRI","HUR","MEN","PC_LF","A","2016",7.995725,
"CRI","HUR","MEN","PC_LF","A","2017",7.524369,
"CRI","HUR","MEN","PC_LF","A","2018",8.433613,
"CRI","HUR","MEN","PC_LF","A","2019",9.342306,
"CRI","HUR","MEN","PC_LF","A","2020",15.61782,
"CRI","HUR","TOT","PC_LF","A","2011",10.29848,
"CRI","HUR","TOT","PC_LF","A","2012",10.17175,
"CRI","HUR","TOT","PC_LF","A","2013",9.386163,
"CRI","HUR","TOT","PC_LF","A","2014",9.617385,
"CRI","HUR","TOT","PC_LF","A","2015",9.612973,
"CRI","HUR","TOT","PC_LF","A","2016",9.537852,
"CRI","HUR","TOT","PC_LF","A","2017",9.071724,
"CRI","HUR","TOT","PC_LF","A","2018",10.26405,
"CRI","HUR","TOT","PC_LF","A","2019",11.75539,
"CRI","HUR","TOT","PC_LF","A","2020",19.60688,
"CRI","HUR","WOMEN","PC_LF","A","2011",12.98225,
"CRI","HUR","WOMEN","PC_LF","A","2012",12.17642,
"CRI","HUR","WOMEN","PC_LF","A","2013",11.14466,
"CRI","HUR","WOMEN","PC_LF","A","2014",11.93641,
"CRI","HUR","WOMEN","PC_LF","A","2015",12.16651,
"CRI","HUR","WOMEN","PC_LF","A","2016",12.07568,
"CRI","HUR","WOMEN","PC_LF","A","2017",11.63266,
"CRI","HUR","WOMEN","PC_LF","A","2018",13.18977,
"CRI","HUR","WOMEN","PC_LF","A","2019",15.32681,
"CRI","HUR","WOMEN","PC_LF","A","2020",25.65658,
